input,target
"tutor: What I'm trying to say is that I'm sorry. (câu đúng) - Học viên viết ""What I'm trying to say that I'm sorry.""", || Lỗi:  || HD: .
"tutor: It was at the age of 20 that he started his career. (câu đúng) - Học viên viết ""It was at the age of 20 he started his career.""", || Lỗi:  || HD: .
"tutor: What I need most right now is a cup of tea. (câu đúng) - Học viên viết ""What I need most right now a cup of tea.""", || Lỗi:  || HD: .
"tutor: It was because he was honest that I trusted him. (câu đúng) - Học viên viết ""It was because he was honest I trusted him.""", || Lỗi:  || HD: .
"tutor: All I know is that he lied. (câu đúng) - Học viên viết ""All I know that he lied.""", || Lỗi:  || HD: .
"tutor: It was his attitude that annoyed me. (câu đúng) - Học viên viết ""It was his attitude annoyed me.""", || Lỗi:  || HD: .
"tutor: What I want to do is travel. (câu đúng) - Học viên viết ""What I want to do travel.""", || Lỗi:  || HD: .
"tutor: It was not the car but the driver that caused the accident. (câu đúng) - Học viên viết ""It was not the car but the driver caused the accident.""", || Lỗi:  || HD: .
"tutor: What I remember is how kind she was. (câu đúng) - Học viên viết ""What I remember how kind she was.""", || Lỗi:  || HD: .
tutor: You are wrong about this., || Lỗi:  || HD: .
tutor: You must study harder., || Lỗi:  || HD: .
tutor: That's not a good idea., || Lỗi:  || HD: .
tutor: You need to lose weight., || Lỗi:  || HD: .
tutor: I don't agree with you., || Lỗi:  || HD: .
tutor: You should quit your job., || Lỗi:  || HD: .
tutor: You're making a mistake., || Lỗi:  || HD: .
tutor: You have to listen to me., || Lỗi:  || HD: .
tutor: That's stupid., || Lỗi:  || HD: .
tutor: You must apologize to her., || Lỗi:  || HD: .
tutor: You are too young to understand., || Lỗi:  || HD: .
tutor: You don't know what you're talking about., || Lỗi:  || HD: .
tutor: You should stop smoking., || Lỗi:  || HD: .
tutor: I totally disagree with your opinion., || Lỗi:  || HD: .
tutor: You must do what I say., || Lỗi:  || HD: .
tutor: You are being ridiculous., || Lỗi:  || HD: .
tutor: You need to change your attitude., || Lỗi:  || HD: .
tutor: You should be more careful., || Lỗi:  || HD: .
tutor: That's not true., || Lỗi:  || HD: .
tutor: You must save more money., || Lỗi:  || HD: .
tutor: I think you're wrong., || Lỗi:  || HD: .
tutor: You don't have enough experience for this job., || Lỗi:  || HD: .
tutor: You should break up with him., || Lỗi:  || HD: .
tutor: That's a terrible idea., || Lỗi:  || HD: .
tutor: You must arrive on time., || Lỗi:  || HD: .
tutor: You are lying., || Lỗi:  || HD: .
tutor: You should try to be happier., || Lỗi:  || HD: .
tutor: I don't like your suggestion., || Lỗi:  || HD: .
tutor: You must understand me., || Lỗi:  || HD: .
tutor: Your work is not good enough., || Lỗi:  || HD: .
tutor: You are completely wrong., || Lỗi:  || HD: .
tutor: You should take a break., || Lỗi:  || HD: .
tutor: That doesn't make any sense., || Lỗi:  || HD: .
tutor: You must work on your pronunciation., || Lỗi:  || HD: .
tutor: I don't care about your opinion., || Lỗi:  || HD: .
tutor: You need to stop being so lazy., || Lỗi:  || HD: .
tutor: You should listen to me because I know better., || Lỗi:  || HD: .
tutor: Your idea is impractical., || Lỗi:  || HD: .
tutor: You must respect your elders., || Lỗi:  || HD: .
"tutor: I hate to say this, but you are wrong.", || Lỗi:  || HD: .
tutor: You should exercise more., || Lỗi:  || HD: .
tutor: You don't know what you're doing., || Lỗi:  || HD: .
tutor: You must be more organized., || Lỗi:  || HD: .
tutor: I think you are mistaken., || Lỗi:  || HD: .
tutor: You should stop complaining., || Lỗi:  || HD: .
tutor: You are not qualified to give advice., || Lỗi:  || HD: .
tutor: You must tell the truth., || Lỗi:  || HD: .
tutor: Your logic is flawed., || Lỗi:  || HD: .
tutor: You should spend less time on social media., || Lỗi:  || HD: .
tutor: I completely disagree., || Lỗi:  || HD: .
tutor: You are overreacting., || Lỗi:  || HD: .
tutor: You must learn to say sorry., || Lỗi:  || HD: .
tutor: That's the stupidest thing I've ever heard., || Lỗi:  || HD: .
tutor: You should apologize to me., || Lỗi:  || HD: .
tutor: You are being unreasonable., || Lỗi:  || HD: .
tutor: You must not be lazy., || Lỗi:  || HD: .
tutor: I don't agree with you at all., || Lỗi:  || HD: .
tutor: You should change your major., || Lỗi:  || HD: .
tutor: That's wrong., || Lỗi:  || HD: .
tutor: You must always be on time., || Lỗi:  || HD: .
tutor: You are not making any sense., || Lỗi:  || HD: .
tutor: You should be grateful., || Lỗi:  || HD: .
"tutor: I'm right, you're wrong.", || Lỗi:  || HD: .
tutor: You need to grow up., || Lỗi:  || HD: .
tutor: You must stop wasting time., || Lỗi:  || HD: .
tutor: Your idea doesn't work., || Lỗi:  || HD: .
tutor: You should forget about him., || Lỗi:  || HD: .
tutor: You are so stubborn., || Lỗi:  || HD: .
tutor: You must apologize right now., || Lỗi:  || HD: .
tutor: I think you are lying., || Lỗi:  || HD: .
tutor: You should eat less junk food., || Lỗi:  || HD: .
tutor: You are absolutely incorrect., || Lỗi:  || HD: .
tutor: You must be more confident., || Lỗi:  || HD: .
tutor: Your opinion doesn't matter., || Lỗi:  || HD: .
tutor: You should try to be nicer., || Lỗi:  || HD: .
tutor: You are wasting my time., || Lỗi:  || HD: .
tutor: You must control your temper., || Lỗi:  || HD: .
tutor: That's a dumb question., || Lỗi:  || HD: .
tutor: You should be more like your brother., || Lỗi:  || HD: .
tutor: I don't want to hear your excuses., || Lỗi:  || HD: .
tutor: You must keep your promise., || Lỗi:  || HD: .
tutor: You are not listening to me., || Lỗi:  || HD: .
tutor: You should stop being so sensitive., || Lỗi:  || HD: .
tutor: You must finish what you start., || Lỗi:  || HD: .
tutor: You are making a big deal out of nothing., || Lỗi:  || HD: .
tutor: You should learn to take criticism., || Lỗi:  || HD: .
tutor: I don't care what you think., || Lỗi:  || HD: .
tutor: You must be more patient., || Lỗi:  || HD: .
"tutor: You are wrong, and I can prove it.", || Lỗi:  || HD: .
tutor: You should stop being so negative., || Lỗi:  || HD: .
tutor: You must tell me everything., || Lỗi:  || HD: .
tutor: That's not how it works., || Lỗi:  || HD: .
tutor: You should think before you speak., || Lỗi:  || HD: .
tutor: You are impossible to talk to., || Lỗi:  || HD: .
tutor: You must not interrupt me., || Lỗi:  || HD: .
tutor: Your argument is weak., || Lỗi:  || HD: .
tutor: You should admit you're wrong., || Lỗi:  || HD: .
tutor: You need to lower your voice., || Lỗi:  || HD: .
tutor: You are not being fair., || Lỗi:  || HD: .
tutor: You must think about the consequences., || Lỗi:  || HD: .
tutor: I totally disagree with your lifestyle choices., || Lỗi:  || HD: .
tutor: She can speaks English very well., || Lỗi:  || HD: .
tutor: I can to swim., || Lỗi:  || HD: .
tutor: He must to go to school., || Lỗi:  || HD: .
tutor: We should to listen to the teacher., || Lỗi:  || HD: .
tutor: I can't to come to the party., || Lỗi:  || HD: .
tutor: You must not smoking here., || Lỗi:  || HD: .
tutor: She can sings very well., || Lỗi:  || HD: .
tutor: You should to see a doctor., || Lỗi:  || HD: .
tutor: We must to finish the report today., || Lỗi:  || HD: .
tutor: I could to help you., || Lỗi:  || HD: .
tutor: He cans play football., || Lỗi:  || HD: .
tutor: You should not to be late., || Lỗi:  || HD: .
tutor: She must works hard., || Lỗi:  || HD: .
tutor: I don't can swim., || Lỗi:  || HD: .
tutor: You must to finish your homework., || Lỗi:  || HD: .
tutor: He should studies more., || Lỗi:  || HD: .
tutor: I can't to find my keys., || Lỗi:  || HD: .
"tutor: We could to stay longer, but we were busy.", || Lỗi:  || HD: .
tutor: You must not to talk during the test., || Lỗi:  || HD: .
tutor: She cans to cook., || Lỗi:  || HD: .
"tutor: I must go to the meeting. (câu đúng) - Học viên viết ""I must to go to the meeting.""", || Lỗi:  || HD: .
tutor: You should to take a break., || Lỗi:  || HD: .
tutor: He can't to swim because he's scared., || Lỗi:  || HD: .
tutor: We must to be on time., || Lỗi:  || HD: .
tutor: You should not to eat too much sugar., || Lỗi:  || HD: .
tutor: I can to help you if you want., || Lỗi:  || HD: .
tutor: He must works every day., || Lỗi:  || HD: .
tutor: She could to be a doctor if she studied., || Lỗi:  || HD: .
tutor: You must not to be rude., || Lỗi:  || HD: .
tutor: I can't to believe it., || Lỗi:  || HD: .
tutor: You should to call your mom., || Lỗi:  || HD: .
tutor: He can plays the guitar., || Lỗi:  || HD: .
tutor: We must to leave now., || Lỗi:  || HD: .
tutor: I could to run faster when I was young., || Lỗi:  || HD: .
tutor: You must not to park here., || Lỗi:  || HD: .
tutor: She cans dance very well., || Lỗi:  || HD: .
tutor: I should to study harder., || Lỗi:  || HD: .
tutor: He can't to drive because he's tired., || Lỗi:  || HD: .
tutor: We must to respect our parents., || Lỗi:  || HD: .
tutor: You should not to worry too much., || Lỗi:  || HD: .
tutor: She could to win the race., || Lỗi:  || HD: .
tutor: I must to call my mother., || Lỗi:  || HD: .
tutor: You can to speak English., || Lỗi:  || HD: .
tutor: He should to eat more vegetables., || Lỗi:  || HD: .
tutor: I can't to remember his name., || Lỗi:  || HD: .
tutor: We must to work hard., || Lỗi:  || HD: .
tutor: You should to get some rest., || Lỗi:  || HD: .
tutor: She could to play piano when she was five., || Lỗi:  || HD: .
tutor: He must not to be late again., || Lỗi:  || HD: .
tutor: I can to help you with that., || Lỗi:  || HD: .
tutor: You should to wear a helmet., || Lỗi:  || HD: .
tutor: She can't to come to the meeting., || Lỗi:  || HD: .
tutor: We must to finish the project on time., || Lỗi:  || HD: .
tutor: You should to be quiet in the library., || Lỗi:  || HD: .
tutor: He could to speak three languages., || Lỗi:  || HD: .
tutor: I must to go now., || Lỗi:  || HD: .
tutor: You can to do it if you try., || Lỗi:  || HD: .
tutor: He should to see a dentist., || Lỗi:  || HD: .
tutor: I can't to find my phone., || Lỗi:  || HD: .
tutor: We must to be careful., || Lỗi:  || HD: .
tutor: You should to apologize., || Lỗi:  || HD: .
tutor: She could to become a teacher., || Lỗi:  || HD: .
tutor: He must not to smoke here., || Lỗi:  || HD: .
tutor: I can to swim across the river., || Lỗi:  || HD: .
tutor: You should to eat breakfast every day., || Lỗi:  || HD: .
tutor: She can't to finish on time., || Lỗi:  || HD: .
tutor: We must to arrive early., || Lỗi:  || HD: .
tutor: You should to try again., || Lỗi:  || HD: .
tutor: He could to be a great artist., || Lỗi:  || HD: .
tutor: I must to finish my homework., || Lỗi:  || HD: .
tutor: You can to learn quickly., || Lỗi:  || HD: .
tutor: He should to sleep early., || Lỗi:  || HD: .
tutor: I can't to believe you said that., || Lỗi:  || HD: .
tutor: We must to respect the rules., || Lỗi:  || HD: .
tutor: You should to drink more water., || Lỗi:  || HD: .
tutor: She could to solve the problem., || Lỗi:  || HD: .
tutor: He must not to waste time., || Lỗi:  || HD: .
tutor: I can to do it myself., || Lỗi:  || HD: .
tutor: You should to save money., || Lỗi:  || HD: .
tutor: She can't to speak French., || Lỗi:  || HD: .
tutor: We must to tell the truth., || Lỗi:  || HD: .
tutor: You should to exercise regularly., || Lỗi:  || HD: .
tutor: He could to win the competition., || Lỗi:  || HD: .
"tutor: Thầy ơi, em học từ vựng nhiều lắm nhưng hôm sau lại quên gần hết. Em nản quá, không biết làm sao để nhớ lâu.", || Lỗi:  || HD: .
"tutor: Em sợ nói tiếng Anh lắm, cứ nghĩ đến là tim đập nhanh, sợ sai ngữ pháp, sợ người ta cười. Em phải làm sao ạ?", || Lỗi:  || HD: .
"tutor: Em nghe tiếng Anh mãi không hiểu, nhất là người bản xứ nói nhanh. Em nghe đi nghe lại mà vẫn mù tịt. Chán quá thầy ạ.", || Lỗi:  || HD: .
"tutor: Em đọc hiểu tiếng Anh rất chậm, đọc một đoạn văn ngắn cũng mất 10 phút, rồi lại không nhớ nội dung. Em nản quá thầy ơi.", || Lỗi:  || HD: .
"tutor: Em học tiếng Anh mãi nhưng không thấy tiến bộ, dù đã học rất nhiều ngữ pháp và từ vựng. Em muốn bỏ cuộc quá thầy ạ.", || Lỗi:  || HD: .
"tutor: Em muốn viết tiếng Anh nhưng mỗi lần viết là bí ý tưởng, câu cú lủng củng, dùng từ sai. Em sợ viết sai nên chẳng dám viết gì cả.", || Lỗi:  || HD: .
"tutor: Em lười học tiếng Anh quá, ngày nào cũng hứa nhưng tối đến lại lướt Facebook, xem TikTok. Em cảm thấy tệ lắm, thầy ạ.", || Lỗi:  || HD: .
"tutor: Em học phát âm mãi không chuẩn, nhất là các âm cuối như 's', 'ed', 'l', 'r'. Em tập hoài không được, nản quá.", || Lỗi:  || HD: .
"tutor: Em học mãi mà nói cứng nhắc, không thể phản xạ tự nhiên được. Mỗi lần muốn nói là phải dịch từ Việt sang Anh trong đầu, rất chậm.", || Lỗi:  || HD: .
"tutor: Em học tiếng Anh lâu rồi nhưng vẫn không thể giao tiếp với người nước ngoài. Họ nói em không hiểu, em nói họ cũng không hiểu. Thất vọng quá.", || Lỗi:  || HD: .
"tutor: Em muốn xem phim tiếng Anh để cải thiện kỹ năng nhưng xem hoài không hiểu, phải bật phụ đề tiếng Việt. Em thấy mình không tiến bộ gì cả.", || Lỗi:  || HD: .
"tutor: Em học ngữ pháp rất kỹ, làm bài tập trắc nghiệm toàn đúng, nhưng khi viết hoặc nói thì vẫn sai loạn xạ. Em không hiểu tại sao.", || Lỗi:  || HD: .
"tutor: Em mất gốc tiếng Anh hoàn toàn, giờ muốn học lại nhưng không biết bắt đầu từ đâu. Em thấy ngợp và không có động lực.", || Lỗi:  || HD: .
"tutor: Em muốn thi chứng chỉ IELTS nhưng kỹ năng Writing của em rất kém. Em viết lặp từ, câu ngắn, không có ý. Có cách nào cải thiện nhanh không thầy?", || Lỗi:  || HD: .
"tutor: Em cảm thấy chán nản vì học hoài không bằng đứa bạn. Nó giỏi tiếng Anh xuất sắc, còn em thì lẹt đẹt. Em muốn bỏ cuộc.", || Lỗi:  || HD: .
"tutor: Em muốn học tiếng Anh qua bài hát nhưng nghe mãi không ra lời, tra từ điển cũng không biết họ đang hát gì. Nản quá thầy ạ.", || Lỗi:  || HD: .
"tutor: Em học tiếng Anh toàn thụ động (xem phim, nghe nhạc) mà không thấy khá lên. Em phải làm sao để chủ động hơn ạ?", || Lỗi:  || HD: .
"tutor: Em học tiếng Anh được 3 tháng rồi nhưng có cảm giác như mình đang đi lùi, thậm chí còn tệ hơn lúc mới bắt đầu. Có phải em không có năng khiếu không thầy?", || Lỗi:  || HD: .
"tutor: Em là người đi làm, rất bận, không có thời gian học tiếng Anh. Em thấy có quá nhiều thứ phải học mà ngày chỉ có 24 giờ. Làm sao để học hiệu quả khi bận rộn?", || Lỗi:  || HD: .
tutor: Em đang cố gắng cải thiện phát âm nhưng không biết mình đang đọc đúng hay sai vì không có ai sửa. Em tập mãi mà thấy không tiến bộ., || Lỗi:  || HD: .
"tutor: Em đã thử rất nhiều phương pháp: học qua app, qua sách, qua video, nhưng không có cái nào hiệu quả. Em nghĩ tại mình không có kỷ luật.", || Lỗi:  || HD: .
"tutor: Em muốn luyện thi TOEIC nhưng kỹ năng nghe Part 2 (Question-Response) là ác mộng. Người nói hỏi xong, em chưa kịp hiểu thì 3 đáp án đã đọc xong. Em nản quá.", || Lỗi:  || HD: .
tutor: Em đã học tiếng Anh 5 năm ở trường nhưng vẫn không thể nói một câu hoàn chỉnh. Em nghĩ mình không có năng khiếu ngoại ngữ., || Lỗi:  || HD: .
"tutor: Em muốn đọc báo tiếng Anh nhưng gặp quá nhiều từ mới, đọc một câu phải tra từ điển 3-4 lần, rất mất hứng. Có cách nào không ạ?", || Lỗi:  || HD: .
"tutor: Em rất tự ti về giọng tiếng Anh của mình, nghĩ nó nghe rất 'Việt'. Em sợ người khác cười.", || Lỗi:  || HD: .
"tutor: Em thấy mình học mãi mà vốn từ vựng không tăng, dùng đi dùng lại mấy từ đơn giản. Làm sao để nâng cấp vốn từ ạ?", || Lỗi:  || HD: .
"tutor: Em muốn học tiếng Anh qua phim ảnh, nhưng mỗi lần bật phim là em bị cuốn theo nội dung, quên mất việc học. Học qua phim thế nào mới hiệu quả ạ?", || Lỗi:  || HD: .
tutor: The list of items are on the table., || Lỗi:  || HD: .
tutor: Everyone have finished their homework., || Lỗi:  || HD: .
tutor: Neither of the students are late., || Lỗi:  || HD: .
"tutor: The team are playing well today. (Anh-Anh có thể chấp nhận) - Học viên viết ""The team is playing well today."" (Anh-Mỹ)", || Lỗi:  || HD: .
tutor: There is many people in the park., || Lỗi:  || HD: .
tutor: Mathematics are my favorite subject., || Lỗi:  || HD: .
tutor: The news are very good today., || Lỗi:  || HD: .
tutor: The police is investigating the case., || Lỗi:  || HD: .
tutor: Either my brother or my sister are coming., || Lỗi:  || HD: .
tutor: Each of the students have a book., || Lỗi:  || HD: .
tutor: The number of unemployed people are rising., || Lỗi:  || HD: .
tutor: Ten miles are a long distance., || Lỗi:  || HD: .
tutor: The scissors is on the table., || Lỗi:  || HD: .
tutor: Bread and butter are my favorite breakfast., || Lỗi:  || HD: .
"tutor: The committee have submitted their report. (Anh-Anh) - Học viên viết ""The committee has submitted its report."" (Anh-Mỹ)", || Lỗi:  || HD: .
tutor: One of my friends are a doctor., || Lỗi:  || HD: .
tutor: The staff at this company is very friendly. (có thể đúng nếu coi là một tập thể), || Lỗi:  || HD: .
tutor: There is some apples on the table., || Lỗi:  || HD: .
tutor: The United States are a big country., || Lỗi:  || HD: .
tutor: Neither the teacher nor the students is in the room., || Lỗi:  || HD: .
"tutor: The jury have reached a verdict. (Anh-Anh) - Học viên viết ""The jury has reached a verdict."" (Anh-Mỹ)", || Lỗi:  || HD: .
tutor: A lot of money are spent on defense., || Lỗi:  || HD: .
tutor: The singer and songwriter are coming to town., || Lỗi:  || HD: .
tutor: More than one student have failed the test., || Lỗi:  || HD: .
"tutor: The crowd are cheering loudly. (Anh-Anh) - Học viên viết ""The crowd is cheering loudly."" (Anh-Mỹ)", || Lỗi:  || HD: .
tutor: Each boy and each girl have a ticket., || Lỗi:  || HD: .
tutor: The pants is too long for me., || Lỗi:  || HD: .
tutor: The study of languages are fascinating., || Lỗi:  || HD: .
tutor: There are a lot of traffic on the road., || Lỗi:  || HD: .
tutor: The majority of the students is in favor., || Lỗi:  || HD: .
tutor: Every one of the books have been read., || Lỗi:  || HD: .
"tutor: The data is clear. (câu đúng trong tiếng Anh hiện đại) - Học viên viết ""The data are clear."" (cũng đúng trong kỹ thuật)", || Lỗi:  || HD: .
tutor: The couple is getting married next month. (câu đúng - một cặp), || Lỗi:  || HD: .
"tutor: The audience were clapping enthusiastically. (Anh-Anh) - Học viên viết ""The audience was clapping."" (Anh-Mỹ)", || Lỗi:  || HD: .
tutor: The politics of the situation are complicated., || Lỗi:  || HD: .
tutor: Three hours are too long to wait., || Lỗi:  || HD: .
tutor: The pair of shoes are on the floor., || Lỗi:  || HD: .
tutor: The English is difficult to learn., || Lỗi:  || HD: .
tutor: The poor is helped by the government., || Lỗi:  || HD: .
tutor: The students in the class is studying hard., || Lỗi:  || HD: .
tutor: Neither the manager nor the employees is happy., || Lỗi:  || HD: .
tutor: There is many reasons to be optimistic., || Lỗi:  || HD: .
tutor: The quality of the products are excellent., || Lỗi:  || HD: .
tutor: Each student and teacher have a badge., || Lỗi:  || HD: .
tutor: A number of solutions has been proposed., || Lỗi:  || HD: .
tutor: The criteria for selection is strict., || Lỗi:  || HD: .
tutor: The phenomenon are difficult to explain., || Lỗi:  || HD: .
tutor: The fish in the aquarium is very colorful., || Lỗi:  || HD: .
tutor: The United Nations are an international organization., || Lỗi:  || HD: .
tutor: Every one of the employees have a company card., || Lỗi:  || HD: .
tutor: The news are on at 7 PM., || Lỗi:  || HD: .
tutor: There is two options for us., || Lỗi:  || HD: .
tutor: The team of scientists are working on the project., || Lỗi:  || HD: .
tutor: Everything are ready for the party., || Lỗi:  || HD: .
"tutor: Thầy ơi, em không biết khi nào dùng 'a' và khi nào dùng 'an'. Có quy tắc nào dễ nhớ không ạ?", || Lỗi:  || HD: .
tutor: Em hay bị nhầm giữa 'I have been waiting' và 'I had been waiting'. Cả hai đều là quá khứ sao ạ? Giảng cho em với!, || Lỗi:  || HD: .
tutor: Em không biết khi nào dùng 'will' và khi nào dùng 'be going to' để nói về tương lai. Có khác gì nhau không ạ?, || Lỗi:  || HD: .
"tutor: Thầy ơi, sao có câu dùng 'in the morning' nhưng lại dùng 'at night'? Em bối rối quá với in, on, at chỉ thời gian.", || Lỗi:  || HD: .
tutor: Em thấy người ta dùng 'used to' và 'would' để nói về thói quen trong quá khứ. Vậy khác nhau thế nào ạ?, || Lỗi:  || HD: .
tutor: Em không phân biệt được 'say' và 'tell'. Cả hai đều là 'nói' mà sao dùng khác nhau?, || Lỗi:  || HD: .
tutor: Em đang học câu điều kiện. Sao có câu dùng 'If I were' chứ không phải 'If I was'? Có phải là sai không ạ?, || Lỗi:  || HD: .
tutor: Sao có lúc dùng 'I have done' và có lúc dùng 'I did'? Em hay nhầm hai thì này lắm ạ., || Lỗi:  || HD: .
"tutor: Thầy ơi, 'I like to swim' và 'I like swimming' khác nhau chỗ nào? Cái nào đúng ạ?", || Lỗi:  || HD: .
"tutor: Khi nào dùng 'make' và khi nào dùng 'do'? Em thấy 'make breakfast' nhưng 'do homework', sao không đảo ngược được?", || Lỗi:  || HD: .
tutor: She sings beautiful., || Lỗi:  || HD: .
tutor: This movie is very interested., || Lỗi:  || HD: .
tutor: I am boring with this lesson., || Lỗi:  || HD: .
tutor: He is a well player., || Lỗi:  || HD: .
tutor: I felt very sadly yesterday., || Lỗi:  || HD: .
tutor: The news was surprised., || Lỗi:  || HD: .
tutor: She speaks English good., || Lỗi:  || HD: .
tutor: This is a 5-hours long trip., || Lỗi:  || HD: .
tutor: She is a twenty-years-old girl., || Lỗi:  || HD: .
tutor: He drove very careful., || Lỗi:  || HD: .
tutor: The teacher's explanation was confused., || Lỗi:  || HD: .
"tutor: He is a well-known singer. (câu đúng) - Học viên viết ""He is a well known singer.""", || Lỗi:  || HD: .
tutor: This is a high-developed country., || Lỗi:  || HD: .
tutor: The movie was really bored., || Lỗi:  || HD: .
tutor: I am interesting in learning English., || Lỗi:  || HD: .
tutor: He works very hardly., || Lỗi:  || HD: .
tutor: This soup tastes well., || Lỗi:  || HD: .
tutor: I have an one-week vacation., || Lỗi:  || HD: .
tutor: She is a 30 years old doctor., || Lỗi:  || HD: .
tutor: He is an 8-years-old boy., || Lỗi:  || HD: .
tutor: This is a three-stories building., || Lỗi:  || HD: .
tutor: The children were exciting about the trip., || Lỗi:  || HD: .
tutor: She sings very good., || Lỗi:  || HD: .
tutor: The journey was tired., || Lỗi:  || HD: .
"tutor: He is a fast runner. (câu đúng) - Học viên viết ""He runs fastly.""", || Lỗi:  || HD: .
tutor: I am very interesting in that topic., || Lỗi:  || HD: .
tutor: She looked angrily at him., || Lỗi:  || HD: .
tutor: This is a 2-days trip., || Lỗi:  || HD: .
"tutor: She is a well-educated woman. (câu đúng) - Học viên viết ""She is a well educated woman.""", || Lỗi:  || HD: .
tutor: The book is interested., || Lỗi:  || HD: .
tutor: He speaks English very fluent., || Lỗi:  || HD: .
"tutor: The weather was freezing cold. (câu đúng) - Học viên viết ""The weather was freezingly cold.""", || Lỗi:  || HD: .
tutor: She is a 5-years-old child., || Lỗi:  || HD: .
