input,target
"grammar: All I want is a cup of coffee. (câu đúng) - Học viên viết ""All I want a cup of coffee.""", || Hint: Grammar error
"grammar: It was the noise that woke me up. (câu đúng) - Học viên viết ""It was the noise woke me up.""", || Hint: Grammar error
"grammar: What I really need is your support. (câu đúng) - Học viên viết ""What I really need your support.""", || Hint: Grammar error
"grammar: It was because of his laziness that he failed. (câu đúng) - Học viên viết ""It was because of his laziness he failed.""", || Hint: Grammar error
"grammar: What she does is none of my business. (câu đúng) - Học viên viết ""What she does none of my business.""", || Hint: Grammar error
"grammar: It was on the phone that I told him. (câu đúng) - Học viên viết ""It was on the phone I told him.""", || Hint: Grammar error
"grammar: What I hate is being lied to. (câu đúng) - Học viên viết ""What I hate being lied to.""", || Hint: Grammar error
"grammar: It was with a heavy heart that he said goodbye. (câu đúng) - Học viên viết ""It was with a heavy heart he said goodbye.""", || Hint: Grammar error
"grammar: What I remember most is his smile. (câu đúng) - Học viên viết ""What I remember most his smile.""", || Hint: Grammar error
"grammar: It was the red one that I chose. (câu đúng) - Học viên viết ""It was the red one I chose.""", || Hint: Grammar error
"grammar: What I'm trying to say is that I'm sorry. (câu đúng) - Học viên viết ""What I'm trying to say that I'm sorry.""", || Hint: Grammar error
"grammar: It was at the age of 20 that he started his career. (câu đúng) - Học viên viết ""It was at the age of 20 he started his career.""", || Hint: Grammar error
"grammar: What I need most right now is a cup of tea. (câu đúng) - Học viên viết ""What I need most right now a cup of tea.""", || Hint: Grammar error
"grammar: It was because he was honest that I trusted him. (câu đúng) - Học viên viết ""It was because he was honest I trusted him.""", || Hint: Grammar error
"grammar: All I know is that he lied. (câu đúng) - Học viên viết ""All I know that he lied.""", || Hint: Grammar error
"grammar: It was his attitude that annoyed me. (câu đúng) - Học viên viết ""It was his attitude annoyed me.""", || Hint: Grammar error
"grammar: What I want to do is travel. (câu đúng) - Học viên viết ""What I want to do travel.""", || Hint: Grammar error
"grammar: It was not the car but the driver that caused the accident. (câu đúng) - Học viên viết ""It was not the car but the driver caused the accident.""", || Hint: Grammar error
"grammar: What I remember is how kind she was. (câu đúng) - Học viên viết ""What I remember how kind she was.""", || Hint: Grammar error
grammar: You are wrong about this., || Hint: Grammar error
grammar: You must study harder., || Hint: Grammar error
grammar: That's not a good idea., || Hint: Grammar error
grammar: You need to lose weight., || Hint: Grammar error
grammar: I don't agree with you., || Hint: Grammar error
grammar: You should quit your job., || Hint: Grammar error
grammar: You're making a mistake., || Hint: Grammar error
grammar: You have to listen to me., || Hint: Grammar error
grammar: That's stupid., || Hint: Grammar error
grammar: You must apologize to her., || Hint: Grammar error
grammar: You are too young to understand., || Hint: Grammar error
grammar: You don't know what you're talking about., || Hint: Grammar error
grammar: You should stop smoking., || Hint: Grammar error
grammar: I totally disagree with your opinion., || Hint: Grammar error
grammar: You must do what I say., || Hint: Grammar error
grammar: You are being ridiculous., || Hint: Grammar error
grammar: You need to change your attitude., || Hint: Grammar error
grammar: You should be more careful., || Hint: Grammar error
grammar: That's not true., || Hint: Grammar error
grammar: You must save more money., || Hint: Grammar error
grammar: I think you're wrong., || Hint: Grammar error
grammar: You don't have enough experience for this job., || Hint: Grammar error
grammar: You should break up with him., || Hint: Grammar error
grammar: That's a terrible idea., || Hint: Grammar error
grammar: You must arrive on time., || Hint: Grammar error
grammar: You are lying., || Hint: Grammar error 
grammar: You should try to be happier., || Hint: Grammar error
grammar: I don't like your suggestion., || Hint: Grammar error
grammar: You must understand me., || Hint: Grammar error
grammar: Your work is not good enough., || Hint: Grammar error
grammar: You are completely wrong., || Hint: Grammar error
grammar: You should take a break., || Hint: Grammar error
grammar: That doesn't make any sense., || Hint: Grammar error
grammar: You must work on your pronunciation., || Hint: Grammar error
grammar: I don't care about your opinion., || Hint: Grammar error
grammar: You need to stop being so lazy., || Hint: Grammar error
grammar: You should listen to me because I know better., || Hint: Grammar error
grammar: Your idea is impractical., || Hint: Grammar error
grammar: You must respect your elders., || Hint: Grammar error
"grammar: I hate to say this, but you are wrong.", || Hint: Grammar error
grammar: You should exercise more., || Hint: Grammar error
grammar: You don't know what you're doing., || Hint: Grammar error
grammar: You must be more organized., || Hint: Grammar error
grammar: I think you are mistaken., || Hint: Grammar error
grammar: You should stop complaining., || Hint: Grammar error
grammar: You are not qualified to give advice., || Hint: Grammar error
grammar: You must tell the truth., || Hint: Grammar error
grammar: Your logic is flawed., || Hint: Grammar error
grammar: You should spend less time on social media., || Hint: Grammar error
grammar: I completely disagree., || Hint: Grammar error
grammar: You are overreacting., || Hint: Grammar error
grammar: You must learn to say sorry., || Hint: Grammar error
grammar: That's the stupidest thing I've ever heard., || Hint: Grammar error
grammar: You should apologize to me., || Hint: Grammar error
grammar: You are being unreasonable., || Hint: Grammar error
grammar: You must not be lazy., || Hint: Grammar error
grammar: I don't agree with you at all., || Hint: Grammar error
grammar: You should change your major., || Hint: Grammar error
grammar: That's wrong., || Hint: Grammar error
grammar: You must always be on time., || Hint: Grammar error
grammar: You are not making any sense., || Hint: Grammar error
grammar: You should be grateful., || Hint: Grammar error
"grammar: I'm right, you're wrong.", || Hint: Grammar error
grammar: You need to grow up., || Hint: Grammar error
grammar: You must stop wasting time., || Hint: Grammar error
grammar: Your idea doesn't work., || Hint: Grammar error
grammar: You should forget about him., || Hint: Grammar error
grammar: You are so stubborn., || Hint: Grammar error
grammar: You must apologize right now., || Hint: Grammar error
grammar: I think you are lying., || Hint: Grammar error
grammar: You should eat less junk food., || Hint: Grammar error
grammar: You are absolutely incorrect., || Hint: Grammar error
grammar: You must be more confident., || Hint: Grammar error
grammar: Your opinion doesn't matter., || Hint: Grammar error
grammar: You should try to be nicer., || Hint: Grammar error
grammar: You are wasting my time., || Hint: Grammar error
grammar: You must control your temper., || Hint: Grammar error
grammar: That's a dumb question., || Hint: Grammar error
grammar: You should be more like your brother., || Hint: Grammar error
grammar: I don't want to hear your excuses., || Hint: Grammar error
grammar: You must keep your promise., || Hint: Grammar error
grammar: You are not listening to me., || Hint: Grammar error
grammar: You should stop being so sensitive., || Hint: Grammar error
grammar: You must finish what you start., || Hint: Grammar error
grammar: You are making a big deal out of nothing., || Hint: Grammar error
grammar: You should learn to take criticism., || Hint: Grammar error
grammar: I don't care what you think., || Hint: Grammar error
grammar: You must be more patient., || Hint: Grammar error
"grammar: You are wrong, and I can prove it.", || Hint: Grammar error
grammar: You should stop being so negative., || Hint: Grammar error
grammar: You must tell me everything., || Hint: Grammar error
grammar: That's not how it works., || Hint: Grammar error
grammar: You should think before you speak., || Hint: Grammar error
grammar: You are impossible to talk to., || Hint: Grammar error
grammar: You must not interrupt me., || Hint: Grammar error
grammar: Your argument is weak., || Hint: Grammar error
grammar: You should admit you're wrong., || Hint: Grammar error
grammar: You need to lower your voice., || Hint: Grammar error
grammar: You are not being fair., || Hint: Grammar error
grammar: You must think about the consequences., || Hint: Grammar error
grammar: I totally disagree with your lifestyle choices., || Hint: Grammar error
grammar: She can speaks English very well., || Hint: Grammar error
grammar: I can to swim., || Hint: Grammar error
grammar: He must to go to school., || Hint: Grammar error
grammar: We should to listen to the teacher., || Hint: Grammar error
grammar: I can't to come to the party., || Hint: Grammar error
grammar: You must not smoking here., || Hint: Grammar error
grammar: She can sings very well., || Hint: Grammar error
grammar: You should to see a doctor., || Hint: Grammar error
grammar: We must to finish the report today., || Hint: Grammar error
grammar: I could to help you., || Hint: Grammar error
grammar: He cans play football., || Hint: Grammar error
grammar: You should not to be late., || Hint: Grammar error
grammar: She must works hard., || Hint: Grammar error
grammar: I don't can swim., || Hint: Grammar error
grammar: You must to finish your homework., || Hint: Grammar error
grammar: He should studies more., || Hint: Grammar error
grammar: I can't to find my keys., || Hint: Grammar error
"grammar: We could to stay longer, but we were busy.", || Hint: Grammar error
grammar: You must not to talk during the test., || Hint: Grammar error
grammar: She cans to cook., || Hint: Grammar error
"grammar: I must go to the meeting. (câu đúng) - Học viên viết ""I must to go to the meeting.""", || Hint: Grammar error
grammar: You should to take a break., || Hint: Grammar error
grammar: He can't to swim because he's scared., || Hint: Grammar error
grammar: We must to be on time., || Hint: Grammar error
grammar: You should not to eat too much sugar., || Hint: Grammar error
grammar: I can to help you if you want., || Hint: Grammar error
grammar: He must works every day., || Hint: Grammar error
grammar: She could to be a doctor if she studied., || Hint: Grammar error
grammar: You must not to be rude., || Hint: Grammar error
grammar: I can't to believe it., || Hint: Grammar error
grammar: You should to call your mom., || Hint: Grammar error
grammar: He can plays the guitar., || Hint: Grammar error
grammar: We must to leave now., || Hint: Grammar error
grammar: I could to run faster when I was young., || Hint: Grammar error
grammar: You must not to park here., || Hint: Grammar error
grammar: She cans dance very well., || Hint: Grammar error
grammar: I should to study harder., || Hint: Grammar error
grammar: He can't to drive because he's tired., || Hint: Grammar error
grammar: We must to respect our parents., || Hint: Grammar error
grammar: You should not to worry too much., || Hint: Grammar error
grammar: She could to win the race., || Hint: Grammar error
grammar: I must to call my mother., || Hint: Grammar error
grammar: You can to speak English., || Hint: Grammar error
grammar: He should to eat more vegetables., || Hint: Grammar error
grammar: I can't to remember his name., || Hint: Grammar error
grammar: We must to work hard., || Hint: Grammar error
grammar: You should to get some rest., || Hint: Grammar error
grammar: She could to play piano when she was five., || Hint: Grammar error
grammar: He must not to be late again., || Hint: Grammar error
grammar: I can to help you with that., || Hint: Grammar error
grammar: You should to wear a helmet., || Hint: Grammar error
grammar: She can't to come to the meeting., || Hint: Grammar error
grammar: We must to finish the project on time., || Hint: Grammar error
grammar: You should to be quiet in the library., || Hint: Grammar error
grammar: He could to speak three languages., || Hint: Grammar error
grammar: I must to go now., || Hint: Grammar error
grammar: You can to do it if you try., || Hint: Grammar error
grammar: He should to see a dentist., || Hint: Grammar error
grammar: I can't to find my phone., || Hint: Grammar error
grammar: We must to be careful., || Hint: Grammar error
grammar: You should to apologize., || Hint: Grammar error
grammar: She could to become a teacher., || Hint: Grammar error
grammar: He must not to smoke here., || Hint: Grammar error
grammar: I can to swim across the river., || Hint: Grammar error
grammar: You should to eat breakfast every day., || Hint: Grammar error
grammar: She can't to finish on time., || Hint: Grammar error
grammar: We must to arrive early., || Hint: Grammar error
grammar: You should to try again., || Hint: Grammar error
grammar: He could to be a great artist., || Hint: Grammar error
grammar: I must to finish my homework., || Hint: Grammar error
grammar: You can to learn quickly., || Hint: Grammar error
grammar: He should to sleep early., || Hint: Grammar error
grammar: I can't to believe you said that., || Hint: Grammar error
grammar: We must to respect the rules., || Hint: Grammar error
grammar: You should to drink more water., || Hint: Grammar error
grammar: She could to solve the problem., || Hint: Grammar error
grammar: He must not to waste time., || Hint: Grammar error
grammar: I can to do it myself., || Hint: Grammar error
grammar: You should to save money., || Hint: Grammar error
grammar: She can't to speak French., || Hint: Grammar error
grammar: We must to tell the truth., || Hint: Grammar error
grammar: You should to exercise regularly., || Hint: Grammar error
grammar: He could to win the competition., || Hint: Grammar error
"grammar: Thầy ơi, em học từ vựng nhiều lắm nhưng hôm sau lại quên gần hết. Em nản quá, không biết làm sao để nhớ lâu.", || Hint: Grammar error
"grammar: Em sợ nói tiếng Anh lắm, cứ nghĩ đến là tim đập nhanh, sợ sai ngữ pháp, sợ người ta cười. Em phải làm sao ạ?", || Hint: Grammar error
"grammar: Em nghe tiếng Anh mãi không hiểu, nhất là người bản xứ nói nhanh. Em nghe đi nghe lại mà vẫn mù tịt. Chán quá thầy ạ.", || Hint: Grammar error
"grammar: Em đọc hiểu tiếng Anh rất chậm, đọc một đoạn văn ngắn cũng mất 10 phút, rồi lại không nhớ nội dung. Em nản quá thầy ơi.", || Hint: Grammar error
"grammar: Em học tiếng Anh mãi nhưng không thấy tiến bộ, dù đã học rất nhiều ngữ pháp và từ vựng. Em muốn bỏ cuộc quá thầy ạ.", || Hint: Grammar error
"grammar: Em muốn viết tiếng Anh nhưng mỗi lần viết là bí ý tưởng, câu cú lủng củng, dùng từ sai. Em sợ viết sai nên chẳng dám viết gì cả.", || Hint: Grammar error
"grammar: Em lười học tiếng Anh quá, ngày nào cũng hứa nhưng tối đến lại lướt Facebook, xem TikTok. Em cảm thấy tệ lắm, thầy ạ.", || Hint: Grammar error
"grammar: Em học phát âm mãi không chuẩn, nhất là các âm cuối như 's', 'ed', 'l', 'r'. Em tập hoài không được, nản quá.", || Hint: Grammar error
"grammar: Em học mãi mà nói cứng nhắc, không thể phản xạ tự nhiên được. Mỗi lần muốn nói là phải dịch từ Việt sang Anh trong đầu, rất chậm.", || Hint: Grammar error
"grammar: Em học tiếng Anh lâu rồi nhưng vẫn không thể giao tiếp với người nước ngoài. Họ nói em không hiểu, em nói họ cũng không hiểu. Thất vọng quá.", || Hint: Grammar error
"grammar: Em muốn xem phim tiếng Anh để cải thiện kỹ năng nhưng xem hoài không hiểu, phải bật phụ đề tiếng Việt. Em thấy mình không tiến bộ gì cả.", || Hint: Grammar error
"grammar: Em học ngữ pháp rất kỹ, làm bài tập trắc nghiệm toàn đúng, nhưng khi viết hoặc nói thì vẫn sai loạn xạ. Em không hiểu tại sao.", || Hint: Grammar error
"grammar: Em mất gốc tiếng Anh hoàn toàn, giờ muốn học lại nhưng không biết bắt đầu từ đâu. Em thấy ngợp và không có động lực.", || Hint: Grammar error
"grammar: Em muốn thi chứng chỉ IELTS nhưng kỹ năng Writing của em rất kém. Em viết lặp từ, câu ngắn, không có ý. Có cách nào cải thiện nhanh không thầy?", || Hint: Grammar error
"grammar: Em cảm thấy chán nản vì học hoài không bằng đứa bạn. Nó giỏi tiếng Anh xuất sắc, còn em thì lẹt đẹt. Em muốn bỏ cuộc.", || Hint: Grammar error
"grammar: Em muốn học tiếng Anh qua bài hát nhưng nghe mãi không ra lời, tra từ điển cũng không biết họ đang hát gì. Nản quá thầy ạ.", || Hint: Grammar error
"grammar: Em học tiếng Anh toàn thụ động (xem phim, nghe nhạc) mà không thấy khá lên. Em phải làm sao để chủ động hơn ạ?", || Hint: Grammar error
"grammar: Em học tiếng Anh được 3 tháng rồi nhưng có cảm giác như mình đang đi lùi, thậm chí còn tệ hơn lúc mới bắt đầu. Có phải em không có năng khiếu không thầy?", || Hint: Grammar error
"grammar: Em là người đi làm, rất bận, không có thời gian học tiếng Anh. Em thấy có quá nhiều thứ phải học mà ngày chỉ có 24 giờ. Làm sao để học hiệu quả khi bận rộn?", || Hint: Grammar error
grammar: Em đang cố gắng cải thiện phát âm nhưng không biết mình đang đọc đúng hay sai vì không có ai sửa. Em tập mãi mà thấy không tiến bộ., || Hint: Grammar error
"grammar: Em đã thử rất nhiều phương pháp: học qua app, qua sách, qua video, nhưng không có cái nào hiệu quả. Em nghĩ tại mình không có kỷ luật.", || Hint: Grammar error
"grammar: Em muốn luyện thi TOEIC nhưng kỹ năng nghe Part 2 (Question-Response) là ác mộng. Người nói hỏi xong, em chưa kịp hiểu thì 3 đáp án đã đọc xong. Em nản quá.", || Hint: Grammar error
grammar: Em đã học tiếng Anh 5 năm ở trường nhưng vẫn không thể nói một câu hoàn chỉnh. Em nghĩ mình không có năng khiếu ngoại ngữ., || Hint: Grammar error
"grammar: Em muốn đọc báo tiếng Anh nhưng gặp quá nhiều từ mới, đọc một câu phải tra từ điển 3-4 lần, rất mất hứng. Có cách nào không ạ?", || Hint: Grammar error
"grammar: Em rất tự ti về giọng tiếng Anh của mình, nghĩ nó nghe rất 'Việt'. Em sợ người khác cười.", || Hint: Grammar error
"grammar: Em thấy mình học mãi mà vốn từ vựng không tăng, dùng đi dùng lại mấy từ đơn giản. Làm sao để nâng cấp vốn từ ạ?", || Hint: Grammar error
"grammar: Em muốn học tiếng Anh qua phim ảnh, nhưng mỗi lần bật phim là em bị cuốn theo nội dung, quên mất việc học. Học qua phim thế nào mới hiệu quả ạ?", || Hint: Grammar error
grammar: The list of items are on the table., || Hint: Grammar error
grammar: Everyone have finished their homework., || Hint: Grammar error
grammar: Neither of the students are late., || Hint: Grammar error
"grammar: The team are playing well today. (Anh-Anh có thể chấp nhận) - Học viên viết ""The team is playing well today."" (Anh-Mỹ)", || Hint: Grammar error
grammar: There is many people in the park., || Hint: Grammar error
grammar: Mathematics are my favorite subject., || Hint: Grammar error
grammar: The news are very good today., || Hint: Grammar error
grammar: The police is investigating the case., || Hint: Grammar error
grammar: Either my brother or my sister are coming., || Hint: Grammar error
grammar: Each of the students have a book., || Hint: Grammar error
grammar: The number of unemployed people are rising., || Hint: Grammar error
grammar: Ten miles are a long distance., || Hint: Grammar error
grammar: The scissors is on the table., || Hint: Grammar error
grammar: Bread and butter are my favorite breakfast., || Hint: Grammar error
"grammar: The committee have submitted their report. (Anh-Anh) - Học viên viết ""The committee has submitted its report."" (Anh-Mỹ)", || Hint: Grammar error
grammar: One of my friends are a doctor., || Hint: Grammar error
grammar: The staff at this company is very friendly. (có thể đúng nếu coi là một tập thể), || Hint: Grammar error
grammar: There is some apples on the table., || Hint: Grammar error
grammar: The United States are a big country., || Hint: Grammar error
grammar: Neither the teacher nor the students is in the room., || Hint: Grammar error
"grammar: The jury have reached a verdict. (Anh-Anh) - Học viên viết ""The jury has reached a verdict."" (Anh-Mỹ)", || Hint: Grammar error
grammar: A lot of money are spent on defense., || Hint: Grammar error
grammar: The singer and songwriter are coming to town., || Hint: Grammar error
grammar: More than one student have failed the test., || Hint: Grammar error
"grammar: The crowd are cheering loudly. (Anh-Anh) - Học viên viết ""The crowd is cheering loudly."" (Anh-Mỹ)", || Hint: Grammar error
grammar: Each boy and each girl have a ticket., || Hint: Grammar error
grammar: The pants is too long for me., || Hint: Grammar error
grammar: The study of languages are fascinating., || Hint: Grammar error
grammar: There are a lot of traffic on the road., || Hint: Grammar error
grammar: The majority of the students is in favor., || Hint: Grammar error
grammar: Every one of the books have been read., || Hint: Grammar error
"grammar: The data is clear. (câu đúng trong tiếng Anh hiện đại) - Học viên viết ""The data are clear."" (cũng đúng trong kỹ thuật)", || Hint: Grammar error
grammar: The couple is getting married next month. (câu đúng - một cặp), || Hint: Grammar error
"grammar: The audience were clapping enthusiastically. (Anh-Anh) - Học viên viết ""The audience was clapping."" (Anh-Mỹ)", || Hint: Grammar error
grammar: The politics of the situation are complicated., || Hint: Grammar error
grammar: Three hours are too long to wait., || Hint: Grammar error
grammar: The pair of shoes are on the floor., || Hint: Grammar error
grammar: The English is difficult to learn., || Hint: Grammar error
grammar: The poor is helped by the government., || Hint: Grammar error
grammar: The students in the class is studying hard., || Hint: Grammar error
grammar: Neither the manager nor the employees is happy., || Hint: Grammar error
grammar: There is many reasons to be optimistic., || Hint: Grammar error
grammar: The quality of the products are excellent., || Hint: Grammar error
grammar: Each student and teacher have a badge., || Hint: Grammar error
grammar: A number of solutions has been proposed., || Hint: Grammar error
grammar: The criteria for selection is strict., || Hint: Grammar error
grammar: The phenomenon are difficult to explain., || Hint: Grammar error
grammar: The fish in the aquarium is very colorful., || Hint: Grammar error
grammar: The United Nations are an international organization., || Hint: Grammar error
grammar: Every one of the employees have a company card., || Hint: Grammar error
grammar: The news are on at 7 PM., || Hint: Grammar error
grammar: There is two options for us., || Hint: Grammar error
grammar: The team of scientists are working on the project., || Hint: Grammar error
grammar: Everything are ready for the party., || Hint: Grammar error
"grammar: Thầy ơi, em không biết khi nào dùng 'a' và khi nào dùng 'an'. Có quy tắc nào dễ nhớ không ạ?", || Hint: Grammar error
grammar: Em hay bị nhầm giữa 'I have been waiting' và 'I had been waiting'. Cả hai đều là quá khứ sao ạ? Giảng cho em với!, || Hint: Grammar error
grammar: Em không biết khi nào dùng 'will' và khi nào dùng 'be going to' để nói về tương lai. Có khác gì nhau không ạ?, || Hint: Grammar error
"grammar: Thầy ơi, sao có câu dùng 'in the morning' nhưng lại dùng 'at night'? Em bối rối quá với in, on, at chỉ thời gian.", || Hint: Grammar error
grammar: Em thấy người ta dùng 'used to' và 'would' để nói về thói quen trong quá khứ. Vậy khác nhau thế nào ạ?, || Hint: Grammar error
grammar: Em không phân biệt được 'say' và 'tell'. Cả hai đều là 'nói' mà sao dùng khác nhau?, || Hint: Grammar error
grammar: Em đang học câu điều kiện. Sao có câu dùng 'If I were' chứ không phải 'If I was'? Có phải là sai không ạ?, || Hint: Grammar error
grammar: Sao có lúc dùng 'I have done' và có lúc dùng 'I did'? Em hay nhầm hai thì này lắm ạ., || Hint: Grammar error
"grammar: Thầy ơi, 'I like to swim' và 'I like swimming' khác nhau chỗ nào? Cái nào đúng ạ?", || Hint: Grammar error
"grammar: Khi nào dùng 'make' và khi nào dùng 'do'? Em thấy 'make breakfast' nhưng 'do homework', sao không đảo ngược được?", || Hint: Grammar error
grammar: She sings beautiful., || Hint: Grammar error
grammar: This movie is very interested., || Hint: Grammar error
grammar: I am boring with this lesson., || Hint: Grammar error
grammar: He is a well player., || Hint: Grammar error
grammar: I felt very sadly yesterday., || Hint: Grammar error
grammar: The news was surprised., || Hint: Grammar error
grammar: She speaks English good., || Hint: Grammar error
grammar: This is a 5-hours long trip., || Hint: Grammar error
grammar: She is a twenty-years-old girl., || Hint: Grammar error
grammar: He drove very careful., || Hint: Grammar error
grammar: The teacher's explanation was confused., || Hint: Grammar error
"grammar: He is a well-known singer. (câu đúng) - Học viên viết ""He is a well known singer.""", || Hint: Grammar error
grammar: This is a high-developed country., || Hint: Grammar error
grammar: The movie was really bored., || Hint: Grammar error
grammar: I am interesting in learning English., || Hint: Grammar error
grammar: He works very hardly., || Hint: Grammar error
grammar: This soup tastes well., || Hint: Grammar error
grammar: I have an one-week vacation., || Hint: Grammar error
grammar: She is a 30 years old doctor., || Hint: Grammar error
grammar: He is an 8-years-old boy., || Hint: Grammar error
grammar: This is a three-stories building., || Hint: Grammar error
grammar: The children were exciting about the trip., || Hint: Grammar error
grammar: She sings very good., || Hint: Grammar error
grammar: The journey was tired., || Hint: Grammar error
"grammar: He is a fast runner. (câu đúng) - Học viên viết ""He runs fastly.""", || Hint: Grammar error
grammar: I am very interesting in that topic., || Hint: Grammar error
grammar: She looked angrily at him., || Hint: Grammar error
grammar: This is a 2-days trip., || Hint: Grammar error
"grammar: She is a well-educated woman. (câu đúng) - Học viên viết ""She is a well educated woman.""", || Hint: Grammar error
grammar: The book is interested., || Hint: Grammar error
grammar: He speaks English very fluent., || Hint: Grammar error
"grammar: The weather was freezing cold. (câu đúng) - Học viên viết ""The weather was freezingly cold.""", || Hint: Grammar error
grammar: She is a 5-years-old child., || Hint: Grammar error
grammar: I am really exciting about my new job., || Hint: Grammar error
grammar: This is a two-pages document., || Hint: Grammar error
"grammar: She is a well-known actress. (câu đúng) - Học viên viết ""She is a well known actress.""", || Hint: Grammar error
grammar: The children were frightening by the loud noise., || Hint: Grammar error
grammar: She runs very quick., || Hint: Grammar error
grammar: The food smells deliciously., || Hint: Grammar error
grammar: This is a four-stars hotel., || Hint: Grammar error
grammar: He is a 40-years-old professor., || Hint: Grammar error
grammar: The result was surprised., || Hint: Grammar error
grammar: I felt happily when I heard the news., || Hint: Grammar error
grammar: This is a 10-miles walk., || Hint: Grammar error
"grammar: She is a well-trained dancer. (câu đúng) - Học viên viết ""She is a well trained dancer.""", || Hint: Grammar error
grammar: He looked at me strange., || Hint: Grammar error
grammar: This is a 500-pages book., || Hint: Grammar error
grammar: I am tiring after a long day., || Hint: Grammar error
grammar: He speaks very loud., || Hint: Grammar error
grammar: The explanation was confused., || Hint: Grammar error
grammar: She is a high-educated person., || Hint: Grammar error
grammar: He is a 10-years-old boy., || Hint: Grammar error
grammar: The trip was very excited., || Hint: Grammar error
grammar: He drives very careful., || Hint: Grammar error
grammar: This is a three-hours meeting., || Hint: Grammar error
grammar: The food tastes well., || Hint: Grammar error
grammar: I was amazing by the view., || Hint: Grammar error
grammar: He is a well- known actor. (có dấu cách thừa), || Hint: Grammar error
"grammar: She sings beautifully. (câu đúng) - Học viên viết ""She sings beautiful.""", || Hint: Grammar error
grammar: The child was annoying by the noise., || Hint: Grammar error
grammar: He works hardly., || Hint: Grammar error
grammar: This is a 10-pages report., || Hint: Grammar error
grammar: The instructions were confused., || Hint: Grammar error
"grammar: She is a well-known artist. (câu đúng) - Học viên viết ""She is a well known artist.""", || Hint: Grammar error
grammar: I felt very relaxing after the massage., || Hint: Grammar error
grammar: He runs fastly., || Hint: Grammar error
grammar: This is a 20-minutes break., || Hint: Grammar error
"grammar: She looked beautiful in that dress. (câu đúng) - Học viên viết ""She looked beautifully in that dress.""", || Hint: Grammar error
grammar: The news was very surprised., || Hint: Grammar error
grammar: He is a 25-years-old man., || Hint: Grammar error
